,zeilen,zeichen
2103,"(4) Bundesgesetze, die Pflichten der Länder zur Erbringung von Geldleistungen, geldwerten Sachleistungen
",105
2104,"oder vergleichbaren Dienstleistungen gegenüber Dritten begründen und von den Ländern als eigene
",96
2105,"Angelegenheit oder nach Absatz 3 Satz 2 im Auftrag des Bundes ausgeführt werden, bedürfen der Zustimmung
",105
2106,"des Bundesrates, wenn daraus entstehende Ausgaben von den Ländern zu tragen sind.
",82
2107,"(5) Der Bund und die Länder tragen die bei ihren Behörden entstehenden Verwaltungsausgaben und haften im
",105
2108,"Verhältnis zueinander für eine ordnungsmäßige Verwaltung. Das Nähere bestimmt ein Bundesgesetz, das der
",104
2109,"Zustimmung des Bundesrates bedarf.
",35
2110,"(6) Bund und Länder tragen nach der innerstaatlichen Zuständigkeits- und Aufgabenverteilung die Lasten
",103
2111,"einer Verletzung von supranationalen oder völkerrechtlichen Verpflichtungen Deutschlands. In Fällen
",100
2112,"länderübergreifender Finanzkorrekturen der Europäischen Union tragen Bund und Länder diese Lasten im
",101
2113,"Verhältnis 15 zu 85. Die Ländergesamtheit trägt in diesen Fällen solidarisch 35 vom Hundert der Gesamtlasten
",109
2114,"entsprechend einem allgemeinen Schlüssel; 50 vom Hundert der Gesamtlasten tragen die Länder, die die Lasten
",108
2115,"verursacht haben, anteilig entsprechend der Höhe der erhaltenen Mittel. Das Nähere regelt ein Bundesgesetz,
",108
2116,"das der Zustimmung des Bundesrates bedarf.
",43
2117,"Art 104b 
",10
2118,"
",1
2119," 
",2
2120,"
",1
2121,"(1) Der Bund kann, soweit dieses Grundgesetz ihm Gesetzgebungsbefugnisse verleiht, den Ländern Finanzhilfen
",108
2122,"für besonders bedeutsame Investitionen der Länder und der Gemeinden (Gemeindeverbände) gewähren, die
",101
2123,"1.   zur Abwehr einer Störung des gesamtwirtschaftlichen Gleichgewichts oder
",77
2124,"2.   zum Ausgleich unterschiedlicher Wirtschaftskraft im Bundesgebiet oder
",75
2125," 
",2
2126,"
",1
2127,"3.   zur Förderung des wirtschaftlichen Wachstums
",50
2128," 
",2
2129,"
",1
2130,"erforderlich sind. Abweichend von Satz 1 kann der Bund im Falle von Naturkatastrophen oder außergewöhnlichen
",109
2131,"Notsituationen, die sich der Kontrolle des Staates entziehen und die staatliche Finanzlage erheblich
",101
2132,"beeinträchtigen, auch ohne Gesetzgebungsbefugnisse Finanzhilfen gewähren.
",74
2133," 
",2
2134,"
",1
2135,"(2) Das Nähere, insbesondere die Arten der zu fördernden Investitionen, wird durch Bundesgesetz,
",97
2136,"das der Zustimmung des Bundesrates bedarf, oder auf Grund des Bundeshaushaltsgesetzes durch
",92
2137,"Verwaltungsvereinbarung geregelt. Das Bundesgesetz oder die Verwaltungsvereinbarung kann Bestimmungen
",102
2138,"über die Ausgestaltung der jeweiligen Länderprogramme zur Verwendung der Finanzhilfen vorsehen.
",96
2139,"Die Festlegung der Kriterien für die Ausgestaltung der Länderprogramme erfolgt im Einvernehmen mit
",99
2140,"den betroffenen Ländern. Zur Gewährleistung der zweckentsprechenden Mittelverwendung kann die
",94
2141,"Bundesregierung Bericht und Vorlage der Akten verlangen und Erhebungen bei allen Behörden durchführen.
",103
2142,"Die Mittel sind befristet zu gewähren und hinsichtlich ihrer Verwendung in regelmäßigen Zeitabständen zu
",105
2143,"überprüfen. Die Finanzhilfen sind im Zeitablauf mit fallenden Jahresbeträgen zu gestalten.
",91
2144,"(3) Bundestag, Bundesregierung und Bundesrat sind auf Verlangen über die Durchführung der Maßnahmen und
",104
2145,"die erzielten Verbesserungen zu unterrichten.
",46
2146,"Art 104c 
",10
2147,"
",1
2148," 
",2
2149,"
",1
2150,"Der Bund kann den Ländern Finanzhilfen für gesamtstaatlich bedeutsame Investitionen der finanzschwachen
",104
2151,"Gemeinden (Gemeindeverbände) im Bereich der kommunalen Bildungsinfrastruktur gewähren. Artikel 104b
",100
2152,"Absatz 2 und 3 gilt entsprechend.
",34
2153,"Art 105 
",9
2154,"
",1
2155," 
",2
2156,"
",1
2157,"(1) Der Bund hat die ausschließliche Gesetzgebung über die Zölle und Finanzmonopole.
",85
2158,"(2) Der Bund hat die konkurrierende Gesetzgebung über die übrigen Steuern, wenn ihm das Aufkommen dieser
",105
2159,"Steuern ganz oder zum Teil zusteht oder die Voraussetzungen des Artikels 72 Abs. 2 vorliegen.
",94
2160,"
",1
2161,"- Seite 31 von 50 -
",20
2162,"
",1
2163,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
2164,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
2165,"
",1
2166,"(2a) Die Länder haben die Befugnis zur Gesetzgebung über die örtlichen Verbrauch- und Aufwandsteuern,
",102
2167,"solange und soweit sie nicht bundesgesetzlich geregelten Steuern gleichartig sind. Sie haben die Befugnis zur
",110
2168,"Bestimmung des Steuersatzes bei der Grunderwerbsteuer.
",55
2169,"(3) Bundesgesetze über Steuern, deren Aufkommen den Ländern oder den Gemeinden (Gemeindeverbänden)
",99
2170,"ganz oder zum Teil zufließt, bedürfen der Zustimmung des Bundesrates.
",70
2171,"Art 106 
",9
2172,"
",1
2173," 
",2
2174,"
",1
2175,"(1) Der Ertrag der Finanzmonopole und das Aufkommen der folgenden Steuern stehen dem Bund zu:
",94
2176,"1.   die Zölle,
",16
2177,"2.   die Verbrauchsteuern, soweit sie nicht nach Absatz 2 den Ländern, nach Absatz 3 Bund und Ländern
",102
2178,"gemeinsam oder nach Absatz 6 den Gemeinden zustehen,
",53
2179," 
",2
2180,"
",1
2181,"3.   die Straßengüterverkehrsteuer, die Kraftfahrzeugsteuer und sonstige auf motorisierte Verkehrsmittel
",105
2182,"bezogene Verkehrsteuern,
",25
2183," 
",2
2184,"
",1
2185,"4.   die Kapitalverkehrsteuern, die Versicherungsteuer und die Wechselsteuer,
",78
2186," 
",2
2187,"
",1
2188,"5.   die einmaligen Vermögensabgaben und die zur Durchführung des Lastenausgleichs erhobenen
",93
2189,"Ausgleichsabgaben,
",19
2190," 
",2
2191,"
",1
2192,"6.   die Ergänzungsabgabe zur Einkommensteuer und zur Körperschaftsteuer,
",74
2193," 
",2
2194,"
",1
2195,"7.   Abgaben im Rahmen der Europäischen Gemeinschaften.
",56
2196," 
",2
2197,"
",1
2198," 
",2
2199,"
",1
2200,"(2) Das Aufkommen der folgenden Steuern steht den Ländern zu:
",62
2201,"1.   die Vermögensteuer,
",25
2202,"2.   die Erbschaftsteuer,
",26
2203," 
",2
2204,"
",1
2205,"3.   die Verkehrsteuern, soweit sie nicht nach Absatz 1 dem Bund oder nach Absatz 3 Bund und Ländern
",101
2206,"gemeinsam zustehen,
",20
2207," 
",2
2208,"
",1
2209,"4.   die Biersteuer,
",21
2210," 
",2
2211,"
",1
2212,"5.   die Abgabe von Spielbanken.
",33
2213," 
",2
2214,"
",1
2215," 
",2
2216,"
",1
2217,"(3) Das Aufkommen der Einkommensteuer, der Körperschaftsteuer und der Umsatzsteuer steht dem Bund
",98
2218,"und den Ländern gemeinsam zu (Gemeinschaftsteuern), soweit das Aufkommen der Einkommensteuer nicht
",99
2219,"nach Absatz 5 und das Aufkommen der Umsatzsteuer nicht nach Absatz 5a den Gemeinden zugewiesen
",95
2220,"wird. Am Aufkommen der Einkommensteuer und der Körperschaftsteuer sind der Bund und die Länder je zur
",102
2221,"Hälfte beteiligt. Die Anteile von Bund und Ländern an der Umsatzsteuer werden durch Bundesgesetz, das
",102
2222,"der Zustimmung des Bundesrates bedarf, festgesetzt. Bei der Festsetzung ist von folgenden Grundsätzen
",102
2223,"auszugehen:
",12
2224,"1.   Im Rahmen der laufenden Einnahmen haben der Bund und die Länder gleichmäßig Anspruch auf
",94
2225,"Deckung ihrer notwendigen Ausgaben. Dabei ist der Umfang der Ausgaben unter Berücksichtigung einer
",99
2226,"mehrjährigen Finanzplanung zu ermitteln.
",41
2227,"2.   Die Deckungsbedürfnisse des Bundes und der Länder sind so aufeinander abzustimmen, daß ein billiger
",105
2228,"Ausgleich erzielt, eine Überbelastung der Steuerpflichtigen vermieden und die Einheitlichkeit der
",98
2229,"Lebensverhältnisse im Bundesgebiet gewahrt wird.
",49
2230," 
",2
2231,"
",1
2232,"Zusätzlich werden in die Festsetzung der Anteile von Bund und Ländern an der Umsatzsteuer
",90
2233,"Steuermindereinnahmen einbezogen, die den Ländern ab 1. Januar 1996 aus der Berücksichtigung von Kindern
",105
2234,"im Einkommensteuerrecht entstehen. Das Nähere bestimmt das Bundesgesetz nach Satz 3.
",85
2235," 
",2
2236,"
",1
2237,"(4) Die Anteile von Bund und Ländern an der Umsatzsteuer sind neu festzusetzen, wenn sich das Verhältnis
",105
2238,"zwischen den Einnahmen und Ausgaben des Bundes und der Länder wesentlich anders entwickelt;
",92
2239,"Steuermindereinnahmen, die nach Absatz 3 Satz 5 in die Festsetzung der Umsatzsteueranteile zusätzlich
",102
2240,"einbezogen werden, bleiben hierbei unberücksichtigt. Werden den Ländern durch Bundesgesetz zusätzliche
",103
2241,"Ausgaben auferlegt oder Einnahmen entzogen, so kann die Mehrbelastung durch Bundesgesetz, das der
",98
2242,"Zustimmung des Bundesrates bedarf, auch mit Finanzzuweisungen des Bundes ausgeglichen werden, wenn
",99
2243,"sie auf einen kurzen Zeitraum begrenzt ist. In dem Gesetz sind die Grundsätze für die Bemessung dieser
",103
2244,"Finanzzuweisungen und für ihre Verteilung auf die Länder zu bestimmen.
",71
2245,"- Seite 32 von 50 -
",20
2246,"
",1
2247,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
2248,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
2249,"
",1
2250,"(5) Die Gemeinden erhalten einen Anteil an dem Aufkommen der Einkommensteuer, der von den Ländern an
",101
2251,"ihre Gemeinden auf der Grundlage der Einkommensteuerleistungen ihrer Einwohner weiterzuleiten ist. Das
",103
2252,"Nähere bestimmt ein Bundesgesetz, das der Zustimmung des Bundesrates bedarf. Es kann bestimmen, daß die
",104
2253,"Gemeinden Hebesätze für den Gemeindeanteil festsetzen.
",55
2254,"(5a) Die Gemeinden erhalten ab dem 1. Januar 1998 einen Anteil an dem Aufkommen der Umsatzsteuer. Er
",101
2255,"wird von den Ländern auf der Grundlage eines orts- und wirtschaftsbezogenen Schlüssels an ihre Gemeinden
",105
2256,"weitergeleitet. Das Nähere wird durch Bundesgesetz, das der Zustimmung des Bundesrates bedarf, bestimmt.
",105
2257,"(6) Das Aufkommen der Grundsteuer und Gewerbesteuer steht den Gemeinden, das Aufkommen der örtlichen
",101
2258,"Verbrauch- und Aufwandsteuern steht den Gemeinden oder nach Maßgabe der Landesgesetzgebung den
",95
2259,"Gemeindeverbänden zu. Den Gemeinden ist das Recht einzuräumen, die Hebesätze der Grundsteuer und
",97
2260,"Gewerbesteuer im Rahmen der Gesetze festzusetzen. Bestehen in einem Land keine Gemeinden, so steht das
",103
2261,"Aufkommen der Grundsteuer und Gewerbesteuer sowie der örtlichen Verbrauch- und Aufwandsteuern dem
",98
2262,"Land zu. Bund und Länder können durch eine Umlage an dem Aufkommen der Gewerbesteuer beteiligt werden.
",103
2263,"Das Nähere über die Umlage bestimmt ein Bundesgesetz, das der Zustimmung des Bundesrates bedarf. Nach
",102
2264,"Maßgabe der Landesgesetzgebung können die Grundsteuer und Gewerbesteuer sowie der Gemeindeanteil vom
",101
2265,"Aufkommen der Einkommensteuer und der Umsatzsteuer als Bemessungsgrundlagen für Umlagen zugrunde
",97
2266,"gelegt werden.
",15
2267,"(7) Von dem Länderanteil am Gesamtaufkommen der Gemeinschaftsteuern fließt den Gemeinden und
",93
2268,"Gemeindeverbänden insgesamt ein von der Landesgesetzgebung zu bestimmender Hundertsatz zu. Im übrigen
",102
2269,"bestimmt die Landesgesetzgebung, ob und inwieweit das Aufkommen der Landessteuern den Gemeinden
",96
2270,"(Gemeindeverbänden) zufließt.
",30
2271,"(8) Veranlaßt der Bund in einzelnen Ländern oder Gemeinden (Gemeindeverbänden) besondere Einrichtungen,
",104
2272,"die diesen Ländern oder Gemeinden (Gemeindeverbänden) unmittelbar Mehrausgaben oder Mindereinnahmen
",100
2273,"(Sonderbelastungen) verursachen, gewährt der Bund den erforderlichen Ausgleich, wenn und soweit den
",100
2274,"Ländern oder Gemeinden (Gemeindeverbänden) nicht zugemutet werden kann, die Sonderbelastungen
",94
2275,"zu tragen. Entschädigungsleistungen Dritter und finanzielle Vorteile, die diesen Ländern oder Gemeinden
",104
2276,"(Gemeindeverbänden) als Folge der Einrichtungen erwachsen, werden bei dem Ausgleich berücksichtigt.
",100
2277,"(9) Als Einnahmen und Ausgaben der Länder im Sinne dieses Artikels gelten auch die Einnahmen und Ausgaben
",106
2278,"der Gemeinden (Gemeindeverbände).
",34
2279,"Art 106a 
",10
2280,"
",1
2281," 
",2
2282,"
",1
2283,"Den Ländern steht ab 1. Januar 1996 für den öffentlichen Personennahverkehr ein Betrag aus dem
",95
2284,"Steueraufkommen des Bundes zu. Das Nähere regelt ein Bundesgesetz, das der Zustimmung des
",90
2285,"Bundesrates bedarf. Der Betrag nach Satz 1 bleibt bei der Bemessung der Finanzkraft nach Artikel 107 Abs. 2
",108
2286,"unberücksichtigt.
",18
2287,"Art 106b 
",10
2288,"
",1
2289," 
",2
2290,"
",1
2291,"Den Ländern steht ab dem 1. Juli 2009 infolge der Übertragung der Kraftfahrzeugsteuer auf den Bund ein Betrag
",110
2292,"aus dem Steueraufkommen des Bundes zu. Das Nähere regelt ein Bundesgesetz, das der Zustimmung des
",98
2293,"Bundesrates bedarf.
",20
2294,"Art 107 
",9
2295,"
",1
2296," 
",2
2297,"
",1
2298,"(1) Das Aufkommen der Landessteuern und der Länderanteil am Aufkommen der Einkommensteuer und der
",98
2299,"Körperschaftsteuer stehen den einzelnen Ländern insoweit zu, als die Steuern von den Finanzbehörden in ihrem
",109
2300,"Gebiet vereinnahmt werden (örtliches Aufkommen). Durch Bundesgesetz, das der Zustimmung des Bundesrates
",104
2301,"bedarf, sind für die Körperschaftsteuer und die Lohnsteuer nähere Bestimmungen über die Abgrenzung sowie
",105
2302,"über Art und Umfang der Zerlegung des örtlichen Aufkommens zu treffen. Das Gesetz kann auch Bestimmungen
",105
2303,"über die Abgrenzung und Zerlegung des örtlichen Aufkommens anderer Steuern treffen. Der Länderanteil am
",104
2304,"Aufkommen der Umsatzsteuer steht den einzelnen Ländern, vorbehaltlich der Regelungen nach Absatz 2, nach
",105
2305,"Maßgabe ihrer Einwohnerzahl zu.
",32
2306,"(2) Durch Bundesgesetz, das der Zustimmung des Bundesrates bedarf, ist sicherzustellen, dass die
",97
2307,"unterschiedliche Finanzkraft der Länder angemessen ausgeglichen wird; hierbei sind die Finanzkraft und der
",107
2308,"Finanzbedarf der Gemeinden (Gemeindeverbände) zu berücksichtigen. Zu diesem Zweck sind in dem Gesetz
",101
2309,"- Seite 33 von 50 -
",20
2310,"
",1
2311,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
2312,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
2313,"
",1
2314,"Zuschläge zu und Abschläge von der jeweiligen Finanzkraft bei der Verteilung der Länderanteile am Aufkommen
",108
2315,"der Umsatzsteuer zu regeln. Die Voraussetzungen für die Gewährung von Zuschlägen und für die Erhebung
",102
2316,"von Abschlägen sowie die Maßstäbe für die Höhe dieser Zuschläge und Abschläge sind in dem Gesetz zu
",100
2317,"bestimmen. Für Zwecke der Bemessung der Finanzkraft kann die bergrechtliche Förderabgabe mit nur einem
",103
2318,"Teil ihres Aufkommens berücksichtigt werden. Das Gesetz kann auch bestimmen, dass der Bund aus seinen
",102
2319,"Mitteln leistungsschwachen Ländern Zuweisungen zur ergänzenden Deckung ihres allgemeinen Finanzbedarfs
",103
2320,"(Ergänzungszuweisungen) gewährt. Zuweisungen können unabhängig von den Maßstäben nach den Sätzen
",97
2321,"1 bis 3 auch solchen leistungsschwachen Ländern gewährt werden, deren Gemeinden (Gemeindeverbände)
",99
2322,"eine besonders geringe Steuerkraft aufweisen (Gemeindesteuerkraftzuweisungen), sowie außerdem solchen
",102
2323,"leistungsschwachen Ländern, deren Anteile an den Fördermitteln nach Artikel 91b ihre Einwohneranteile
",102
2324,"unterschreiten.
",16
2325,"Fußnote
",8
2326,"(+++ Art. 107 in der bis zum 19.7.2017 geltenden Fassung: Zur weiteren Anwendung vgl. Art 143g +++)
",100
2327,"Art 108 
",9
2328,"
",1
2329," 
",2
2330,"
",1
2331,"(1) Zölle, Finanzmonopole, die bundesgesetzlich geregelten Verbrauchsteuern einschließlich der
",95
2332,"Einfuhrumsatzsteuer, die Kraftfahrzeugsteuer und sonstige auf motorisierte Verkehrsmittel bezogene
",99
2333,"Verkehrsteuern ab dem 1. Juli 2009 sowie die Abgaben im Rahmen der Europäischen Gemeinschaften werden
",102
2334,"durch Bundesfinanzbehörden verwaltet. Der Aufbau dieser Behörden wird durch Bundesgesetz geregelt. Soweit
",106
2335,"Mittelbehörden eingerichtet sind, werden deren Leiter im Benehmen mit den Landesregierungen bestellt.
",102
2336,"(2) Die übrigen Steuern werden durch Landesfinanzbehörden verwaltet. Der Aufbau dieser Behörden und die
",104
2337,"einheitliche Ausbildung der Beamten können durch Bundesgesetz mit Zustimmung des Bundesrates geregelt
",102
2338,"werden. Soweit Mittelbehörden eingerichtet sind, werden deren Leiter im Einvernehmen mit der Bundesregierung
",109
2339,"bestellt.
",10
2340,"(3) Verwalten die Landesfinanzbehörden Steuern, die ganz oder zum Teil dem Bund zufließen, so werden sie im
",108
2341,"Auftrage des Bundes tätig. Artikel 85 Abs. 3 und 4 gilt mit der Maßgabe, daß an die Stelle der Bundesregierung
",111
2342,"der Bundesminister der Finanzen tritt.
",39
2343,"(4) Durch Bundesgesetz, das der Zustimmung des Bundesrates bedarf, kann bei der Verwaltung von Steuern
",103
2344,"ein Zusammenwirken von Bundes- und Landesfinanzbehörden sowie für Steuern, die unter Absatz 1 fallen, die
",106
2345,"Verwaltung durch Landesfinanzbehörden und für andere Steuern die Verwaltung durch Bundesfinanzbehörden
",103
2346,"vorgesehen werden, wenn und soweit dadurch der Vollzug der Steuergesetze erheblich verbessert oder
",99
2347,"erleichtert wird. Für die den Gemeinden (Gemeindeverbänden) allein zufließenden Steuern kann die den
",101
2348,"Landesfinanzbehörden zustehende Verwaltung durch die Länder ganz oder zum Teil den Gemeinden
",93
